text	readability
"When talking about the language, the things to concentrate on are: The example below is about power. Take a look, then think about how you might answer a question on how the characters talk about magic and illusion Prospero is a controlling character who seems to be obsessed with power and status. Ferdinand is a prince, but he has no status on Prospero's magic island. Prospero pretends not to believe that Ferdinand is the heir to the throne of Naples and insists on taking him prisoner. He calls him a ""spy"", a ""traitor"", and an ""impostor"". He accuses him of lying. He threatens to ""manacle"" him and starve him. He uses his magic powers to prevent Ferdinand from defending himself. He also has control over Ariel and even talks about how his daughter will have ""control"" over Ferdinand when he falls in love with her. Prospero is only pretending to be cruel and unwelcoming to Ferdinand as part of his plan, but it seems as though he is enjoying himself in the process. Even Miranda is alarmed at his behaviour. The extract seems to suggest that Miranda and Ferdinand's love for each other will turn out to have a power that is stronger even than Prospero's magic."	5
The whole play deals with lots of different ideas, but in the First Key Extract the main ones are: Most questions require answers that cover several aspects of the play (remember CLIP!). For instance, if you get a question about the role of Prospero, you need to talk about more than just the performance. You could write about:	5
When you talk about the performance of a play, you should think about how people in the audience feel as they watch it. For instance, the beginning of the first extract is magical and romantic. The tone changes in the middle to one of conflict. Prospero has lots of asides (thoughts spoken aloud) in the first extract. His role in this scene is made more complex because his character is pretending to be something he is not. The director has to decide whether he wants us to see Prospero as a good father who wants the best for his daughter or a manipulative control freak. Prospero also speaks to Ariel who is invisible to the other characters on the stage. When Ariel appears, the director must decide how to present the 'illusion'. Ariel is invisible to the other characters. But it does not necessarily follow that he must be invisible to the audience, too. Try to imagine as many interesting and unusual ways to present Ariel - the 'invisible' sprite - as you can. When you write about performance, you need to mention the tone or feeling you get at a particular point in the play, and the effect it might have on the audience. You can find evidence for your ideas in the four question areas: The language used - the detail about freedom and slavery, for example The issues and ideas - like love, magic and power The performance instructions, such as stage directions	5
In this extract, Miranda comes to see Ferdinand while he is carrying logs. Prospero is secretly watching and overhears them say they love each other. He finally approves of their love. This Revision Bite covers:	5
In front of PROSPERO's cave. Enter FERDINAND, carrying a log. (Putting down the log) There be some sports are painful, and their labour Delight in them sets off. Some kinds of baseness Are nobly undergone, and most poor matters Point to rich ends. This my mean task Would be as heavy to me as odious, but The mistress which I serve quickens what's dead, And makes my labours pleasures. O, she is Ten times more gentle than her father's crabbed â€“ And he's composed of harshness! I must remove Some thousands of these logs, and pile them up, Upon a sore injunction. My sweet mistress Weeps when she sees me work, and says such baseness (He picks up the log again) â€“ But these sweet thoughts do even refresh my labours, Most busiest, when I do it. PROSPERO, who watches from a distance, unseen. Work not so hard! I would the lightning had Burnt up those logs that you are enjoined to pile! Pray, set it down, and rest you. When this burns, 'Twill weep for having wearied you. My father He's safe for these three hours. What I must strive to do. If you'll sit down. I'll bear your logs the while. Pray give me that: I'll carry it to the pile. Than you should such dishonour undergo, With much more ease, for my good will is to it, And yours it is against. (Aside)Poor worm, thou art infected! This visitation shows it. You look wearily. When you are by at night. I do beseech you â€“ (Putting down the log) What is your name? I have broke your hest to say so! What's dearest to the world! Full many a lady I have eyed with best regard, and many a time Brought my too diligent ear. For several virtues With so full soul, but some defect in her Did quarrel with the noblest grace she owed, And put it to the foil. But you â€“ o you, Of every creature's best! One of my sex â€“ no woman's face remember, Save, from my glass, mine own. Nor have I seen More that I may call men than you, good friend, And my dear father. How features are abroad, I am skilless of â€“ but, by my modesty, The jewel in my dower, I would not wish Nor can imagination form a shape, Besides yourself, to like of. But I prattle Something too wildly, and my father's precepts I therein do forget. I am, in my condition, A prince, Miranda: I do think, a King I would not so! â€“ and would no more endure The flesh-fly blow my mouth. Hear my soul speak: The very instant that I saw you, did My heart fly to your service â€“ there resides, Am I this patient log-man. O heaven, O earth, bear witness to this sound And crown what I profess with kind event, If I speak true! If hollowly, invert What best is boded me to mischief! I, Beyond all limit of what else i'the world, Do love, prize, honour you. To weep at what I am glad of. Of two most rare affections! Heavens rain grace On that which breeds between 'em! Wherefore weep you? At mine unworthiness, that dare not offer What I desire to give; and much less take What I shall die to want. But this is trifling â€“ And all the more it seeks to hide itself, The bigger bulk it shows. Hence, bashful cunning! And prompt me, plain and holy innocence! I am your wife if you will marry me: You may deny me; but I'll be your servant, Whether you will or no. (He kneels) And I thus humble ever. My husband, then? Ay, with a heart as willing As bondage e'er of freedom! Here's my hand. And mine, with my heart in't. And now farewell Till half an hour hence. A thousand thousand! ? Exit MIRANDA. Exit FERDINAND, separately, carrying the log. So glad of this as they I cannot be, At nothing can be more. I'll to my book â€“ For yet, ere supper-time, must I perform Much business appertaining.	5
In this section you will see buttons at the end of some paragraphs. These will give you extra information. If you want this information, just mouse over the buttons as you read through. The Second Key Extract takes place outside Prospero's cave. Ferdinand is carrying logs. He thinks to himself that he doesn't mind the hard work because he is doing it for Miranda, C C : Ferdinand's soliloquy (speech that represents a character's thoughts) at the beginning of this section tell us a lot about him. He is a prince, but he understands that hard work can make even the commonest man noble. even if her father is cruel and grumpy. C C : Ferdinand says that Prospero is 'crabbed'. Miranda says later that Prospero isn't always like this. Is this just an act that Prospero is putting on as part of his plan? You might argue that Ferdinand's description seems to be pretty accurate of Prospero for most of the play! Miranda comes to see him. Neither of them realise that Prospero is watching them from a distance. P P : On film, it is easy enough to show that a character is watching events from a distance, but how do you create the same effect on the more confined space of a stage? Can you think of some creative ways to show that Prospero is watching the lovers from a distance? Miranda begs Ferdinand to rest L L : Miranda says that the log that Ferdinand is carrying 'will weep for having wearied' him when it burns. This is a technique called personification: a kind of metaphor where an object is given human characteristics. You could say that Miranda's metaphor makes her seem quite child-like and innocent. but he says he has too much to do, so she offers to carry some logs for him. C C : In Shakespeare's lifetime, noble women were not expected to work. You might think to yourself that Miranda's offer to help Ferdinand carry the logs shows that she sees herself as his equal. He says he would rather break his back than see her work. Miranda insists again that she should help him. I I : Love/ Illusion - Miranda and Ferdinand recognise the sweetness within each other's character. They can't seem to do enough for each other. Their exchange with one another sounds more like true love than a magic trick at this point. Looking on, Prospero sees how much Miranda is in love with Ferdinand. L L : Prospero calls Miranda 'Poor worm' and says that being in love is like being 'infected' with a disease, perhaps like the plague. A 'visitation' in this case is an 'epidemic'. It's not a very romantic way to describe first love. You might wonder what this tells you about Prospero that he uses such language to describe love. Ferdinand asks Miranda her name and when she tells him, she remembers that in doing so, she has broken her promise to her father. I I : Illusion - Miranda thinks that Prospero will be angry with her for telling Ferdinand her name - Prospero has made her think that - but in reality, it is part of his plan to make the young couple fall in love Ferdinand admits that he has liked lots of different women in the past L L : Ferdinand uses the word 'bondage' to describe his reaction to listening to beautiful women talk. It links back to the issue of Freedom and Slavery in the play. Ferdinand means that he has been like a slave to beautiful women in the past. , but they have always disappointed him with some fault or other in the end. C C : Ferdinand admits that Miranda is not his first love. He has been in love with lots of beautiful women in the past. He has always found some fault with them. He says that Miranda is perfect! He called her a 'goddess' in the first extract. Do you think that Ferdinand is really in love with Miranda or do you think that it is Prospero's magic that makes him feel this way? However, Miranda, he says, is perfect. Miranda, on the other hand, hasn't met any men except for her father, or any women, except for herself. Even so, she says that she can't imagine liking anyone more than she likes Ferdinand. C C : In contrast with Ferdinand's experience, Miranda has never had a boyfriend. In fact, Ferdinand is the only man other than her dad that she has ever seen (apparantly, Caliban doesn't count). Ferdinand tells her that he is a prince, possibly a king (although he hopes his father isn't dead). He wouldn't usually put up with having to carry logs like a slave L L : Ferdinand compares his work for Prospero to slavery and says that he is a 'slave' to his love for Miranda. but he knew as soon as he saw Miranda that he'd do anything for her. When Miranda asks him if he loves her, Ferdinand says he loves, prizes and honours her more than anything else in the world. This makes Miranda so happy that she cries. As Prospero watches them together, he is moved. I I : Love/ Illusion - Having congratulated himself and Ariel all along for the success of their plan to get Miranda and Ferdinand together, Prospero finally seems to admit that the feelings his daughter and her lover have for one another move him. When he says to himself: 'Fair encounter/Of two most rare affections!' you could argue that he recognises that their love is not an illusion after all. Ferdinand asks Miranda why she is crying. She says she thinks she isn't good enough for him C C : Miranda seems to be a very modest character. She is so in love with Ferdinand she offers to be his servant. You might think that this shows that she is quite weak. In Shakespeare's time, men would have made all of the decisions concerning marriage, so you could argue that this shows Miranda to be strong, assertive and a little ahead of her time! but realising she is being silly, she tells Ferdinand she will be his wife if he wants to marry her, and even if he doesn't, she won't ever marry anyone else. Ferdinand happily agrees to marry her. They say goodbye and part. Prospero is happy for them, but he claims that their engagement is no surprise to him as it was all part of his plan. He goes to get his magic book because he has lots of work to do before supper time.	5
If you get a question about characters in the Key Extracts, here is how to use PEE to help you with the answer. Question: What do we learn about Miranda in the two extracts? In the two Key Extracts we learn that Miranda is young and inexperienced, but not necessarily weak. She has a pure heart and sees the best in Ferdinand and even defends Prospero. In the First Key Extract she must do what her father says, even though his behaviour is questionable. In the Second Key Extract, she knows her own mind and goes behind her father's back (or thinks she has) to ask Ferdinand to be her husband. Miranda can be read as a strong female character. Even though Prospero is a controlling father, Miranda shows from the beginning of the extract that she is beginning to test his power over her. She relies on her own judgement and questions her father's actions. She stands up for Ferdinand against her father and is on the receiving end of Prospero's ugly temper. She replies with dignity and even tries to excuse her father's bad behaviour to Ferdinand. However, throughout the first extract, she is being unwittingly manipulated by Prospero. In the second extract she openly defies her father (although it is part of Prospero's plan that she does this). She demonstrates that she is Ferdinand's equal by offering to share his workload. She claims that she is not worthy of him, but then shows her independence by proposing marriage. Miranda pleads with Prospero to see the best in Ferdinand, but perhaps her father, who is more experienced, is wise to test Ferdinand's love for his daughter. Miranda is open about her feelings for Ferdinand, but in doing so believes that she is betraying her father's wishes. Miranda is sometimes weak and sometimes strong. She is a complex character. Throughout the two extracts we see Miranda's growing independence. The truth is, however, that although she thinks she is rebelling against her father by following her own heart, her actions are part of Prospero's plans.	5
Think about how language is used in the two Key Extracts - for example, patterns of language that appear in both, or how language changes from the first to the second extract.	5
The two extracts deal with some deep issues. You will need to discuss how these are brought out. Some of the 'big' themes are: If the question asks you to comment on how the theme of power is explored, consider these points: In the first extract, Ariel's songs calm the storm and make Ferdinand believe that his father is dead. This puts Ferdinand in a weak position which makes it easier for Prospero to manipulate him. Ariel's magic powers are responsible for much of what happens in the play. Ariel only performs his magic so that he can win his freedom. Prospero has power over Ariel because Ariel owes him a debt of gratitude. It could be argued that Prospero's assertion of power and authority over Ferdinand is unnecessarily harsh. Prospero is obsessed with power and authority having had his title taken from him by his brother Antonio. As a prince, Ferdinand's royal power becomes redundant on Prospero's magic island. Prospero sees Miranda and Ferdinand's love as a power that he can use to manipulate Ferdinand. Miranda seems powerless under her father's control on the island. She rebels against him, but even her rebellion was part of Prospero's plan. Miranda and Ferdinand's love is a power that exists independently of magic.	5
There are a lot of different ways to perform a particular scene. How is the drama created in the two Key Extracts? From the table below, you will see there are elements of the two Key Extracts that are quite similar. But whereas there is a lot of conflict in the first extract, the second one is full of romance. This needs to be brought out in the performance. Once you understand how the audience should feel, you can decide how you might direct particular parts of the play. Answer the question you have, not the question you would like. Make a short plan. Use PEE.	5
In this section we address the influential ideas, basic plots and key themes in two of Shakespeare's plays.	5
Romeo and Juliet is a tragic love story about 'a pair of star-crossed lovers' from rival families. You need to know the basic plot, what the characters are like, and how they get along. You should also think about how actors should perform the play to an audience, and the main 'big' topics that it deals with. This Revision Bite covers: Marriage & murder	5
The play starts by telling us what will happen at the end. A girl and a boy from two warring families will die. Their deaths will put an end to the violence. The action is set in Verona in Italy. These equally rich and powerful families are: Two of Capulet's servants pick a fight in the market place with one of Montague's servants. Benvolio tries to stop the fight. Tybalt attacks Benvolio. A riot starts. Prince Escalus stops the riot and warns that if the Montagues and the Capulets are involved in any more violence the punishment will be death. Luckily, Romeo wasn't involved, but his mother and father wonder where he is. Benvolio has seen him moodily wandering about by himself. He says he will try to find out what is wrong with Romeo. Romeo tells Benvolio that he is in love with a girl called Rosaline. He is in agony because she doesn't love him back. Benvolio's advice is to look at other attractive girls. Romeo says that no other girl could ever live up to Rosaline.	5
Meanwhile, a nobleman called Paris visits Capulet to ask him if he can marry Juliet. Capulet asks him to wait two more summers, but suggest he romances his daughter and invites Paris to a party that evening. He gives his servant a list of names of people to invite. The servant can't read. He bumps into Benvolio and Romeo and asks them to read the list for him. Rosaline's name, amongst others, is on the list. The servant doesn't know that Benvolio and Romeo are Montagues and invites them to the party, too. Lady Capulet is sent to tell Juliet about Paris's proposal. They aren't very close so she asks Juliet's Nurse to stay and listen. Juliet will be fourteen on Lammas-eve, 31st July. Juliet tells her mother that she has never thought about marriage, but promises to take a look at Paris.	5
Romeo and his friends decide to gate-crash the party. Romeo has a bad feeling about the outcome of this evening, but decides to let fate take its course. Capulet is having a great time at his party. People are dancing. Romeo and his friends arrive wearing masks. Romeo spots Juliet. He thinks to himself that he didn't really know what true beauty was until he saw her. He doesn't know that she is a Capulet. Tybalt recognises Romeo from his voice and threatens to kill him because he is a Montague, but Capulet stops him. Romeo and Juliet flirt and finally kiss. The Nurse tells Romeo that Juliet is a Capulet and he is dismayed. He leaves with Benvolio. Juliet is distraught when the Nurse tells her who Romeo is. The Chorus recaps events for us: Romeo has forgotten Rosaline and is now in love with Juliet. Juliet feels the same way. Romeo runs away from his friends. Mercutio shouts rude things because he thinks Romeo has gone off to find Rosaline. Romeo hides in the Capulets' garden and watches Juliet who is on a balcony outside her bedroom. Juliet doesn't know that he is there at first and, talking to herself, declares her love for him. She is shocked and embarrassed when he replies. They have only met that evening, but they know that they love each other. Juliet promises to send a messenger to him in the morning to find out where and what time their wedding will be! They find it difficult to part. Romeo goes to see Friar Lawrence, the priest, who is worried that he has spent the night with Rosaline. When Romeo says that he wants to marry Juliet, Friar Lawrence tells him off for falling in love so easily, but agrees to the wedding because he thinks that it might be a solution to the rift between the Capulets and the Montagues.	5
Meanwhile, Benvolio tells Mercutio that Tybalt has sent a letter to Montague's house challenging Romeo to a duel. Mercutio jokes about how good a swordsman Tybalt is, comparing him to a dancer. He calls him Prince of Cats. When Romeo turns up, Mercutio makes lots of rude jokes, and Romeo, who is now in a good mood joins in. The Nurse warns Romeo not to mess Juliet around. He tells her that the wedding will be that afternoon at Friar Lawrence's place. The Nurse is really excited. When the Nurse arrives back at the Capulet's house, Juliet is beside herself with impatience. The Nurse teases her and makes her wait for the good news. Juliet meets Romeo at Friar Lawrence's and they go off to get secretly married. Meanwhile, Mercutio squabbles with Benvolio. Benvolio is worried that the Capulets might turn up looking for a fight. Tybalt appears looking for Romeo. Mercutio teases him. Romeo arrives and refuses to fight Tybalt. Romeo tells him he loves him! (It's because Tybalt is now his relation through marriage, but he can't tell anyone that because the wedding is still a secret!) Mercutio fights Tybalt in Romeo's place. Romeo gets between them and, as a result, Mercutio is fatally wounded. He dies cursing both families. Romeo's grief at his friend's death quickly turns to rage. He kills Tybalt. Remembering Prince Escalus's warnings, Benvolio begs Romeo to run away. Lady Capulet wants Romeo to be put to death for murdering Tybalt, but Prince Escalus points out that Tybalt killed Mercutio. He orders that Romeo should be sent away from Verona and not allowed back.	5
Juliet can't wait for her wedding night. But when the Nurse tells her what happened to Tybalt, Juliet doesn't know whether to love or hate Romeo. She can't believe that he is being sent away and threatens to kill herself, so the Nurse promises to find Romeo and bring him to Juliet's bedroom. Friar Lawrence is hiding Romeo. When he tells Romeo what Prince Escalus has decided, Romeo says that he would rather die than be sent away. The Nurse arrives. Romeo tries to stab himself, but the Nurse and the Friar stop him. The Friar gives Romeo a good telling off for being so ungrateful and for behaving like a girl! He and the Nurse arrange for Romeo to spend his last night in Verona with Juliet as long as he promises to leave for Mantua first thing in the morning. The Capulets are grieving for Tybalt. Paris comes to see Juliet but she won't come down from her bedroom. Capulet tells Paris that he will sort things out between them because he is sure his daughter will do what he tells her to do. He suggests that Paris marries her on Thursdayâ€¦It is now Monday. Romeo and Juliet have spent the night together. Juliet hears a lark (larks sing at dawn), but tries to persuade Romeo that it was a nightingale (nightingales sing at night) because she doesn't want the night to end. When Romeo says that he will stay and face death for her, Juliet changes her mind and makes him hurry to get up and leave. Juliet has a premonition of him dead in a grave.	5
Juliet's mother tells her to cheer up because her father has arranged for her to marry Paris. Juliet loses her temper and refuses. Her father comes in and can't believe how ungrateful she is being. He threatens to throw her out and disown her. He says he wants to hit her. She asks her mother to stand up for her, but she refuses. When Juliet's mother and father have left, Juliet asks the Nurse what she should do. The Nurse says to forget Romeo and just marry Paris without owning up. In those days, that would have been a sin, and to marry two people at once would mean that she would be sent to hell. Juliet says that she will do what the Nurse suggests, but when she leaves the room, Juliet says to herself that the Nurse is two-faced. She decides to see if Friar Lawrence will help her. If not, she thinks she will have to commit suicide. Paris goes to visit Friar Lawrence to arrange his wedding to Juliet. The Friar tries to stall for more time. When Juliet arrives, she gives Paris 'the cold shoulder' until he leaves. She begs the Friar to help her, threatening to kill herself. The Friar has a plan if Juliet has the guts to carry it through. He knows of a drug that will make her seem as though she is dead for forty-two hours. This will mean that she will be put in the family tomb along with Tybalt. Then the Friar will let Romeo know the truth, so that he can come and take her away when she wakes up and they can go off together to Mantua. Juliet isn't scared. She takes the drug home with her. Everyone is busy with wedding preparations at the Capulets' house. Capulet is in a good mood. Juliet tells her father that she has been to see the Friar to confess her sins and asks for her dad's forgiveness. Even the Nurse believes her. Juliet says good night to her mum then starts to panic about what she is about to do. She might die. She might go mad when she wakes up in a tomb full of dead people. There might be ghosts. She imagines that she sees Tybalt's ghost. She takes the poison and falls unconscious on her bed. The Nurse finds Juliet and thinks she is dead. She is beside herself with grief. The family comes running and her mother and father can't believe it. Friar Lawrence arrives pretending that he has come to take Juliet to church to marry Paris. Paris comes and is shocked at the news.	5
Meanwhile, in Mantua, Romeo waits for news. A servant called Balthasar arrives and tells Romeo that he has heard that Juliet has died. Romeo decides to buy some poison. He plans to go to see Juliet's body where he will take the poison and die next to her. Meanwhile, Friar John explains to Friar Lawrence that the letter he wanted him to take to Romeo explaining the truth about Juliet didn't get delivered. Friar Lawrence decides to go to the tomb and wait for Juliet to wake up while he sends another letter to Romeo. That same evening, Paris goes to Juliet's tomb with some flowers. He hears a noise and decides to investigate. Romeo pays Balthasar off and breaks into the Capulet tomb. Paris tries to stop him. Romeo begs him to leave him alone, but Paris thinks he is vandalising the tomb. They fight. Romeo kills Paris. Just before Paris dies he asks Romeo to place him next to Juliet's body. Romeo is sad that he had to kill Paris and takes him into the tomb to be near Juliet. When Romeo sees Juliet lying in the tomb, he can't believe that she is dead because she looks so beautiful. He hugs her and kisses her. He takes the poison then kisses her again and dies. Friar Lawrence finds the bodies of Paris and Romeo just as Juliet is about to wake up. Juliet wakes up and asks the Friar where Romeo is. He hears a noise and begs Juliet to come away with him, but when she finds out that Romeo is dead, she refuses to go with him. Friar Lawrence runs away. Juliet tries to kiss the poison off Romeo's lips. His lips are still warm, but there is not enough poison left on them to kill her. She takes his dagger and stabs herself. Some watchmen discover the bodies outside the tomb. They also find the Friar who is crying and shaking. Prince Escalus and Juliet's mother and father arrive with Romeo's father. Friar Lawrence tells them all the truth about the wedding and their children's deaths. He feels so guilty that he asks the Prince to punish him, but Prince Escalus won't because the Friar is a holy man. Prince Escalus blames Montague and Capulet, but he also blames himself for not doing enough to stop the violence. Capulet and Montague decide to end their rift. Montague offers to have a statue of Juliet made. The play ends as the Prince says that this is the saddest story ever told.	5
This Revision Bite will give you a general summary of The Tempest. You need to know the basic plot then work out what the people in the play are like, and how they get along. You should also think about how actors should perform the play to an audience, and the main 'big' topics - such as love, time, truth - that it deals with. This Revision Bite covers:	5
The play opens on board a ship that is being battered by a storm - or tempest. The ship's crew are hard at work trying to stop the ship from sinking. Some passengers go up on deck. Alonso, the King of Naples Sebastian, Alonso's brother Antonio, brother of Prospero (a magician, who appears later) Ferdinand, Alonso's son Gonzalo, a servant of Alonso They think they are going to drown. The action moves to an island near where the ship is in trouble. Prospero, a magician, and his daughter Miranda, are living on the island with two others. One is Ariel (a sprite, or elf-like character) - who'd once been kept in a tree by an evil witch, Sycorax. Prospero had released him from the tree with his magic. The other is Caliban (big and nasty, the son of Sycorax) - who Prospero had been kind to. Both Ariel and Caliban are Prospero's servants. Prospero, we now learn, had caused the storm on purpose. It was because of something that had happened long ago, as he tells Miranda ... Twelve years earlier, he says, Prospero was the much loved Duke of Milan, a great city in Italy. Miranda was a young princess. Prospero was always reading. This meant that his brother Antonio (who is on the ship in the storm) had so much power that he wanted more, and plotted against Prospero, with the help of the King, Alonso. One night, Prospero tells Miranda, he and Miranda were seized, and sent out to sea alone in an open boat. They were lucky to survive, although Prospero's magic books were on the boat. Finally they came ashore on the island where they now live. When his story is over, Prospero makes Miranda sleep before calling for Ariel, to find out how the plans he has made for the ship in the storm are going.	5
"Ariel tells Prospero what has happened to the ship and its passengers and crew. He tells how he appeared on the ship as a flame (he is after all a magic spirit), and frightened the passengers so much that they had jumped in to the sea. Only the crew remained on the ship. Prospero wants to be sure that the crew and the passengers are safe. Ariel tells him how he saw to it that the passengers were washed up on the island in separate groups. He made sure the ship was safe, and that the crew were sleeping peacefully. He had sent the rest of the fleet back to Naples, with everyone believing that their king's ship had been sunk, and its passengers drowned. Ariel now changes the subject, and says he's getting impatient. He reminds Prospero there is a time limit on how long he had to be Prospero's servant, after his release from Sycorax's spell. Ariel wants his freedom, and reminds Prospero that he's been a good servant. Prospero, in reply, reminds Ariel of the horror he was released from. He tells him that he needs him to work for two more days and then he will be free. Prospero sends him off to keep watch over the washed-up passengers. As Ariel leaves, Prospero wakes Miranda and tells her that they are going to see Caliban. This doesn't please Miranda, who refers to Caliban as a ""villain"" that she does not ""love to look on"". It is clear, too, from the names he calls him, that Prospero has not forgiven Caliban for an attack he once made on his daughter."	5
"Ariel brings Ferdinand (the King's son) to Prospero's cave. Ferdinand thinks he's the only survivor from the shipwreck. Miranda, who has seen no other man but her father during her time on the island, sees Ferdinand and thinks he must be a spirit - while Ferdinand thinks Miranda is a goddess. The two young people fall in love, but Prospero is not pleased, and makes Ferdinand his prisoner. On another part of the island we discover one of the groups of shipwreck survivors. They begin to wake up. They're surprised that their clothes seem fresh and new. Ariel's magical song puts them to sleep again - all except Sebastian (the King's brother) and Antonio (Prospero's brother). Antonio convinces Sebastian that they should kill the King (Alonso) so that Sebastian can take his place. Fortunately everyone else wakes up again, before they can carry out their plan. Elsewhere on the island, Trinculo, a jester who was on board the ship, comes across Caliban. Trinculo's drunken friend Stephano turns up, and gives Caliban strong alcohol. This makes Caliban believe that Stephano is more powerful than Prospero (who Caliban hates). Meanwhile, Ariel, who has made himself invisible, watches the three drunken clowns. He causes havoc by whispering the accusation ""thou liest"" in Caliban's ear, then Stephano's. They become confused and fight. Caliban reveals his plans to destroy Prospero and take over the island. Stephano drunkenly agrees. Caliban is delighted that Stephano has agreed to his plan and they sing to celebrate. Ariel plays a tune to accompany their singing which frightens both Trinculo and Stephano. Caliban tells them not to be afraid in a moving speech that describes the beauty and magic of the island. Stephano, Trinculo and Caliban follow the sound of the music."	5
"Miranda comes to see Ferdinand while he is carrying logs. Prospero is secretly watching and overhears Ferdinand and Miranda say they love each other. He finally approves of their love. On their way to see Prospero, to kill him, Caliban and Stephano discuss horrible ways of murdering him. Ariel overhears them and makes them go in the wrong direction, with soothing, magical music. In another part of the island, King Alonso and his companions sit down to rest. Prospero and Ariel cause the spirits of the island to prepare them a wonderful banquet. But at their first taste, Ariel appears to them. He accuses the ""three men of sin"" (Alonso, Antonio and Sebastian - plotters all) of their crimes. They are warned that they will suffer a nasty death unless they are truly sorry and live a ""clear life"" in the future. Only Alonso will admit what he has done. A little way away, Prospero tells Ferdinand that he will no longer punish him, but instead will give him his daughter's hand in marriage. Prospero makes a beautiful illusion of a party appear, to celebrate. Prospero tells Ariel to lead most of the other survivors on the island to him. But remembering Caliban, Trinculo and Stephano's plot against him, Prospero tells Ariel to keep them away from him. Ariel leads them on a wild goose chase ending up in a smelly pool. They are soon attacked by spirits in the form of dogs. Prospero is pleased with Ariel, and promises he'll soon be free."	5
Prospero has Alonso, Antonio and Sebastian in his power. He has them imprisoned, with other survivors (except Trinculo and Stephano who are still with Caliban) in a trance, by his cave. He tells Ariel to fetch them to him. He says that although it would be understandable if he took revenge on them, he would forgive them if they were sorry for what they had done to him. He also tells Ariel that he will soon be free, and tells him he will miss him. Ariel leaves to fetch the group. Prospero, alone, declares that he will give up his magic, break his magic staff and throw his magic books into the sea as soon as this business is over. When Ariel brings the men back, Prospero places them in a magic circle. After telling them off for the wrong things they have done, he releases them from his spell, so they can now wake up. In order that they will recognise him as they awaken, Prospero sends Ariel to fetch his Duke's clothing and sword. The men slowly start to come to their senses. They recognise Prospero, but are amazed to see him in such a strange place. Alonso is very ashamed of what he has done.	5
This is the scene where Prospero forgives Alonso, and also tells Sebastian and Antonio he will keep their plan to kill Alonso secret, forgiving them both too. Later he even forgives Trinculo and Stephano. Prospero tells Alonso that he has lost his daughter, just as Alonso (who still thinks Ferdinand is drowned) has lost his son - but he means in marriage. He draws back a curtain to show the two young lovers playing chess. The ship's captain brings news that the ship is safe, and all prepare for the return to Naples for the wedding of Ferdinand and Miranda. All except for Ariel, who is given his freedom, and Caliban, who will stay on the island.	5
Join the characters from The Tempest as they talk about what really happened on the island. Shipwrecks, love, and betrayal - all here on the Milan Today talk show!	5
Check your understanding of the play by filling in the missing words.	5
In this section we discuss the art of presentations, speeches, debates and drama.	5
Need some dramatic tips? Find out how to add something extra to performances.	5
This Revision Bite will show you what to expect when your teacher sets a drama project for a speaking and listening assessment. You will be asked to work from a script as well as make one up. Sometimes you will work in a group and occcasionally you will work individually. This Revision Bite covers:	5
Taking part in drama doesn't always involve learning lines from scripts - often you'll be asked to improvise. Usually you will work in groups or pairs to devise a piece of drama from your own imagination. You'll need to be able to think on your feet and become a different character. This might sound difficult, but you've probably improvised before without realising it - in games you used to play as a child. If you've ever played pirates, nurses or superheroes when you were younger, you were improvising - although don't think running around your classroom with a tablecloth for a cape pretending to be Superman will impress your drama teacher - it probably won't! As with any English work, you need to think about your audience when you devise drama. Your drama needs to entertain them and keep their attention. Your drama also needs to be believable - your audience is likely to become disconnected if your story or characters are too far fetched. The story of your drama begins with your character. Ask yourself: what does my character feel, think and react? Here are two ideas for a character: You are a journalist who has uncovered a story that will have big consequences and you're about to tell the world. Would your character be confident or scared? You are a global superstar - singer, actor and producer - and paparazzi follow your every move. You live a glamorous and privileged life, but what are the secrets behind the smiles? When you have decided on your character, you need to create a scene. Here are some ideas for a scene based on the characters above. Can you think of any more? When you have a rough idea of your character and scene, you can think about what your character might say. If you're given time to prepare you should write a short script. If working in pairs or a group, you could improvise the scene first to get more ideas. You may be allowed to use props to make your scene more realistic and interesting. Only use a prop if it is relevant, otherwise it could end up distracting you and your audience. If you decide to use props and costumes, always practice with them first.	5
There are many ways to start off an improvisation. One way is to take a prop and imagine what it could be. Think of some ways to improvise a use for these everyday items and check your ideas against ours. An empty kitchen roll could be: a trumpet, a phial containing a precious potion, a wand, a telescope, a scroll containing a deadly secret. A paper plate could be: a steering wheel, a shield, a window into another world, a helmet that allows you to read people's thoughts, a miniature flying saucer. A plactic cup could be: a gas mask, an ants' nest, a cup containing a liquid that turns you into a monster with just one sip, the home of a very small but very poisonous snake Once you've come up with an idea, you can create a story together. The best improvisations happen through teamwork. One person's idea will grow if other people add imaginative ideas. If one actor takes over, the others are left not knowing what to do. It's important to make sure that you give everyone an equal chance to play. And, if they're struggling, help them subtly.	5
